年龄,年收入,贷款金额,信用评分,工作年限,负债率,有房产,有车,违约
37,30000,21933,589,0,0.04,1,1,0
33,30000,13404,699,16,0.67,1,1,0
28,30000,22769,686,0,0.12,0,0,0
44,30000,21729,694,4,0.47,0,1,0
24,30000,15105,635,37,0.64,1,1,0
45,30000,22611,604,0,0.49,1,0,0
27,30000,9784,640,2,0.15,1,1,0
30,30000,10678,690,7,0.22,1,1,0
23,30000,5000,475,0,0.02,1,1,0
32,30000,15373,681,5,0.43,1,1,0
47,30000,18160,674,0,0.43,1,1,0
43,30000,19243,654,1,0.51,1,1,0
47,30000,6146,638,0,0.01,1,0,0
43,30000,12327,444,11,0.57,1,1,0
26,30000,6714,614,0,0.52,0,1,1
34,30000,16904,793,0,0.1,1,1,0
30,30000,6316,651,4,0.24,0,1,0
51,30000,21987,625,2,0.45,0,1,0
26,30000,7843,651,2,0.35,0,0,0
46,30000,9119,678,0,0.08,1,1,0
46,30000,20869,702,6,0.06,0,0,0
56,30000,12627,631,4,0.55,0,1,1
33,30000,5000,683,2,0.11,0,1,0
45,30000,13386,784,0,0.12,0,0,0
60,30000,5000,730,4,0.58,1,1,0
31,30000,23692,837,7,0.43,0,1,0
22,30000,15350,597,1,0.42,0,1,0
22,30000,8387,784,0,0.34,1,0,0
45,30000,14838,586,1,0.4,0,1,0
22,30000,5000,678,5,0.42,0,1,1
34,30000,19797,708,22,0.68,1,1,0
42,30000,22431,609,0,0.16,1,1,0
39,30000,21363,657,1,0.15,0,1,0
42,30000,10176,722,0,0.04,0,0,0
40,30000,9841,593,1,0.46,1,1,0
50,30000,5000,783,2,0.38,0,1,0
28,30000,16679,539,12,0.08,1,1,0
31,30000,14233,805,0,0.26,1,0,0
30,30000,12646,730,7,0.13,1,1,0
46,30000,22060,642,2,0.23,1,1,0
47,30000,6525,617,8,0.67,0,0,1
42,30000,5000,609,3,0.48,0,0,1
49,30000,5000,639,0,0.01,1,1,0
26,30000,7690,646,14,0.18,1,1,0
54,30000,5000,750,0,0.01,1,1,0
53,30000,13559,807,4,0.5,1,1,0
45,30000,9595,665,10,0.33,1,1,0
55,30000,6790,582,0,0.7,0,1,1
22,30000,18751,606,4,0.51,0,0,1
32,30000,7293,635,8,0.36,0,0,0
30,30000,17439,567,21,0.56,0,1,0
45,30000,10334,555,6,0.49,1,1,0
27,30000,13748,817,1,0.17,1,1,0
45,30000,22611,674,6,0.37,1,1,0
51,30000,5000,583,6,0.39,1,1,0
44,30000,13505,715,6,0.32,0,0,0
40,30000,20942,555,9,0.13,1,1,0
28,30000,15347,562,0,0.16,0,1,0
29,30000,8814,585,0,0.2,1,1,0
50,30000,11351,782,5,0.01,0,1,0
45,30000,17285,629,15,0.64,1,1,0
37,30000,21707,454,3,0.48,0,0,1
33,30000,5000,746,16,0.48,1,0,0
22,30000,5000,625,13,0.4,0,0,0
27,30000,9826,502,11,0.48,0,1,1
57,30000,7888,624,12,0.69,0,1,1
25,30000,8563,691,11,0.27,1,0,0
39,30000,7646,682,8,0.5,1,1,0
48,30000,7112,793,5,0.25,1,1,0
25,30000,5743,581,0,0.6,1,0,0
39,30000,22613,653,0,0.6,0,1,0
47,30000,6027,594,0,0.63,1,1,0
38,30000,7292,526,0,0.0,0,1,0
65,30000,8171,720,0,0.21,0,1,0
22,30000,22593,687,12,0.09,1,0,0
48,30000,18869,672,5,0.32,0,0,0
36,30000,19583,684,1,0.35,0,0,0
45,30000,5199,595,7,0.18,1,0,0
42,30000,20562,569,3,0.51,1,1,0
30,30000,11572,653,0,0.19,1,1,0
40,35907,10196,742,10,0.6,0,1,0
22,30000,15090,778,2,0.12,1,1,0
44,30000,20265,713,6,0.26,1,0,0
40,30000,19351,652,1,0.44,1,0,0
44,30000,21689,671,3,0.42,1,0,0
48,30000,22490,650,8,0.05,1,0,0
41,30000,8000,567,0,0.59,0,1,1
39,30000,11901,651,18,0.42,1,1,0
29,30000,5000,543,0,0.61,1,1,0
30,30000,21465,640,3,0.61,0,1,0
49,30000,6246,780,12,0.38,1,0,0
52,30000,21090,715,14,0.64,1,1,0
35,30000,9917,576,1,0.59,1,1,1
38,30000,10730,644,0,0.67,0,0,1
28,30000,5000,583,6,0.6,0,1,1
49,30000,9864,644,0,0.57,0,0,1
44,30000,21655,733,3,0.33,1,1,0
57,30000,5000,702,7,0.15,0,1,0
29,30000,11532,848,4,0.64,0,1,0
34,30000,5000,745,1,0.51,1,1,0
40,30000,10789,666,3,0.2,0,1,0
44,30000,6625,704,12,0.24,1,1,0
35,30000,8296,633,4,0.48,1,1,0
29,30000,21429,559,6,0.33,1,0,0
46,30000,12157,754,2,0.06,1,1,0
45,30000,8749,730,1,0.1,1,1,0
28,30000,15376,630,1,0.52,1,1,0
51,30000,5984,671,3,0.23,1,0,0
49,30000,8447,749,1,0.36,0,0,0
39,30000,14471,717,3,0.54,0,1,0
38,30000,7987,532,6,0.53,1,0,0
43,30000,17261,669,6,0.12,1,0,0
29,30000,13321,636,0,0.07,1,0,0
38,30000,19211,739,6,0.41,1,0,0
22,30000,22913,732,5,0.52,0,0,1
46,30000,5431,755,0,0.1,0,1,0
22,30000,10027,560,0,0.26,0,1,0
53,30000,9710,587,5,0.61,1,1,1
34,30000,6174,739,2,0.66,0,1,1
35,30000,20016,602,0,0.32,0,0,0
31,30000,18957,528,0,0.06,1,1,0
35,30000,13172,692,0,0.18,0,1,0
52,30000,14293,606,15,0.16,1,0,0
22,30000,5000,793,6,0.17,0,0,0
50,30000,14665,673,3,0.35,1,1,0
41,30000,19618,662,14,0.41,0,0,0
25,30000,15050,620,4,0.09,0,1,0
27,30000,8571,777,6,0.62,1,1,0
54,30000,17018,678,1,0.43,1,0,0
28,30000,10591,617,4,0.42,0,1,0
26,30000,14442,586,0,0.69,1,1,1
49,30000,13238,644,2,0.44,1,0,0
41,30000,11004,571,0,0.65,0,1,1
28,30000,18096,732,1,0.2,1,0,0
40,30000,21561,505,0,0.17,0,1,0
27,30000,5000,638,2,0.36,0,0,0
49,30000,22605,698,9,0.36,0,1,0
48,30000,13741,677,2,0.16,0,0,0
43,30000,17715,592,8,0.49,0,1,0
41,30000,20968,702,5,0.02,0,1,0
55,30000,12809,579,3,0.48,0,0,0
37,30000,20534,648,1,0.32,1,1,0
26,30000,6730,702,12,0.48,1,0,0
42,30000,6342,687,0,0.33,1,1,0
58,30000,16806,595,5,0.68,0,1,0
27,30000,21273,745,4,0.23,1,1,0
34,30000,21740,656,2,0.69,0,0,1
42,30000,16518,709,1,0.05,0,0,0
37,30000,14035,772,2,0.48,1,1,0
28,30000,9959,739,10,0.32,1,1,0
49,30000,23580,739,9,0.58,0,1,0
61,30000,9713,665,14,0.55,0,1,1
39,30000,18627,713,1,0.56,1,1,0
28,30000,14171,667,2,0.07,1,1,0
22,30000,15778,553,0,0.58,0,0,1
40,30000,11263,674,14,0.15,1,0,0
49,30000,23261,670,1,0.02,0,0,0
42,30000,15005,696,2,0.15,1,0,0
37,30000,22693,639,11,0.34,0,1,0
32,30000,5000,589,3,0.52,0,1,0
27,30000,15026,702,4,0.15,0,1,0
46,30000,18060,544,0,0.08,1,0,0
47,30000,18646,766,3,0.45,0,1,0
22,30000,22004,631,12,0.69,1,1,0
53,30000,5000,669,4,0.42,1,1,0
43,30000,5000,694,1,0.48,1,1,0
51,30000,12917,697,0,0.39,0,0,0
24,30000,5000,537,2,0.55,0,0,0
24,30000,23465,715,4,0.68,0,1,1
36,30000,7663,674,0,0.38,0,1,0
43,30000,12925,599,4,0.29,1,0,0
55,30000,5000,590,3,0.6,1,1,0
45,30000,13963,623,7,0.68,0,1,1
35,30000,10979,546,0,0.09,0,1,0
27,30000,5000,787,7,0.4,1,0,0
50,30000,10037,768,3,0.55,1,1,0
28,30000,11220,686,2,0.37,1,0,0
54,30000,23788,632,16,0.29,0,0,0
35,30000,7365,634,0,0.46,0,1,0
53,30000,14440,710,3,0.19,1,1,0
44,30000,23733,790,1,0.24,0,0,0
36,30000,19632,604,3,0.69,1,0,0
32,30000,23860,560,4,0.45,0,1,0
34,30000,23334,773,0,0.61,1,1,0
42,30000,13280,507,5,0.57,1,1,0
38,30000,17623,569,5,0.46,0,1,1
32,30000,5319,630,7,0.59,0,1,1
36,30000,12264,525,0,0.2,1,1,0
38,30000,19989,738,1,0.45,0,1,0
22,30000,13612,718,5,0.41,1,0,0
42,30000,17756,604,0,0.44,0,0,0
28,30000,18660,752,5,0.12,0,0,0
26,30000,8322,765,0,0.19,1,0,0
22,30000,21389,640,2,0.2,1,0,0
22,30000,12656,613,9,0.42,0,1,0
24,30000,7413,830,7,0.68,0,0,1
30,30000,21173,707,5,0.67,1,0,0
57,30000,11774,670,10,0.16,1,0,0
32,30000,18756,759,6,0.21,0,0,0
39,30000,14508,674,3,0.03,0,1,0
42,30000,11019,609,19,0.28,0,0,0
39,30000,20007,656,5,0.58,1,1,0
37,30000,15273,733,4,0.64,1,0,0
26,30000,11201,490,2,0.17,0,1,0
52,30000,5301,626,11,0.19,1,0,0
56,30000,21804,760,1,0.15,0,1,0
22,30000,5000,609,0,0.25,1,0,0
27,30000,21126,773,1,0.56,0,1,0
35,30000,10559,763,0,0.45,1,0,0
28,30000,16426,644,1,0.55,1,1,0
43,30000,22366,604,8,0.41,1,0,0
30,30000,6185,627,5,0.18,1,0,0
59,30000,14905,850,0,0.16,1,1,0
49,30000,19053,799,7,0.01,1,1,0
40,30000,18909,660,3,0.55,0,1,1
48,30000,14038,601,3,0.59,0,1,1
49,30000,16119,659,2,0.54,1,1,0
32,30000,18908,669,9,0.05,1,1,0
29,30000,20661,550,1,0.53,1,1,0
38,30000,18998,656,0,0.03,0,1,0
46,30000,10434,755,1,0.07,1,0,0
39,30000,23931,506,6,0.31,0,1,0
22,30000,12124,716,5,0.33,0,1,0
29,30000,5000,759,1,0.57,1,1,0
37,30000,10614,605,0,0.48,0,1,0
37,30000,5683,785,5,0.11,0,1,0
57,30000,5550,594,5,0.16,1,1,0
24,30000,8912,685,2,0.2,0,0,0
43,30000,5000,625,9,0.09,1,0,0
52,30000,17458,625,19,0.2,1,0,0
60,30000,5000,600,1,0.51,1,1,0
33,30000,7269,705,4,0.17,1,0,0
42,30000,5000,717,0,0.58,1,0,0
43,30000,5000,644,6,0.33,1,0,0
39,30000,8622,541,2,0.23,1,0,0
37,30000,15009,682,1,0.29,0,0,0
42,30000,23258,683,6,0.5,0,0,0
22,30000,21386,632,8,0.36,1,0,0
44,30000,21394,799,0,0.01,1,1,0
39,30000,6697,524,0,0.65,1,1,0
35,30000,8563,472,2,0.05,1,1,0
58,30000,5000,591,4,0.66,1,1,0
31,30000,19347,706,7,0.02,1,1,0
33,30000,5000,565,3,0.54,0,1,0
57,30000,14690,571,4,0.37,0,1,0
29,30000,8205,726,8,0.35,1,0,0
32,30000,8112,687,3,0.05,0,1,0
36,30000,23805,680,4,0.17,1,0,0
46,30000,18892,712,3,0.54,1,0,0
40,30000,20575,615,10,0.62,1,0,1
25,30000,15011,619,1,0.37,1,1,0
32,30000,21291,714,1,0.25,1,1,0
31,30000,16555,542,0,0.04,0,0,0
37,30000,22869,478,8,0.48,1,1,0
42,30000,8908,615,2,0.19,0,1,0
42,30000,15501,724,2,0.04,0,0,0
22,30000,17492,670,19,0.47,0,1,0
48,30000,11251,718,13,0.34,1,1,0
40,30000,21473,488,17,0.01,1,0,0
51,30000,23575,675,0,0.08,0,0,0
42,30000,13369,702,11,0.49,0,1,0
49,30000,11203,541,1,0.04,1,1,0
42,30000,12910,718,0,0.61,0,0,0
51,30000,20907,641,2,0.22,0,1,0
43,30000,16554,850,3,0.06,1,0,0
37,30000,5000,475,0,0.53,0,1,1
60,30000,14385,759,3,0.37,0,1,0
46,30000,5000,618,8,0.21,0,0,0
43,30000,19349,520,2,0.28,1,0,0
25,30000,9894,607,2,0.01,1,0,0
25,30000,12912,672,2,0.46,1,1,0
40,30000,19772,732,12,0.26,1,1,0
39,30000,5000,787,0,0.5,0,1,0
31,30000,6329,763,2,0.44,0,1,0
39,30000,11357,572,1,0.46,0,1,0
53,30000,7828,740,11,0.56,1,0,0
44,30000,10095,681,0,0.44,1,1,0
26,30000,23961,597,2,0.29,1,0,0
36,30000,20333,633,2,0.27,0,1,0
29,30000,21561,593,10,0.08,0,1,0
34,30000,22678,652,1,0.55,0,1,1
33,30000,10159,591,5,0.53,1,1,0
33,30000,9238,567,0,0.17,0,0,0
25,30000,7915,688,15,0.6,1,0,0
36,30000,20432,700,4,0.41,0,1,0
32,30000,17270,634,4,0.34,1,1,0
22,30000,7959,759,2,0.01,0,0,0
58,30000,10916,629,2,0.27,0,0,0
48,30000,13640,625,1,0.45,0,0,0
34,30000,14090,702,4,0.06,0,1,0
38,30000,21663,639,15,0.32,0,1,0
26,30000,10991,656,2,0.7,1,1,0
54,30000,22079,448,10,0.5,0,1,1
56,30000,12268,651,0,0.38,0,1,0
39,30000,18673,503,13,0.37,1,0,0
48,30000,22535,552,2,0.03,1,1,0
39,30000,22059,543,2,0.67,0,1,1
24,30000,5000,566,3,0.65,1,0,0
33,30000,7319,606,6,0.48,1,0,1
39,30000,13015,611,6,0.07,0,1,0
33,30000,12062,703,3,0.15,1,0,0
35,30000,16458,667,3,0.13,0,1,0
37,30000,22838,497,0,0.36,0,1,0
37,30000,5360,656,1,0.15,1,1,0
38,30000,12489,675,2,0.49,0,1,0
27,30000,7040,623,4,0.38,0,1,0
30,30000,21776,645,4,0.01,1,0,0
25,30000,23256,665,6,0.52,1,1,0
47,30000,13052,711,6,0.13,1,0,0
22,30000,5184,524,1,0.58,1,1,0
49,30000,19491,630,7,0.25,1,1,0
51,30000,17639,770,0,0.24,1,0,0
34,30000,10448,763,6,0.01,0,1,0
22,30000,21635,718,0,0.69,0,1,1
34,30000,23492,692,6,0.43,0,1,0
37,30000,14714,782,3,0.3,0,1,0
27,30000,14880,803,2,0.07,0,1,0
32,30000,9247,639,5,0.49,1,1,0
53,30000,15274,572,0,0.2,0,0,0
44,30000,12232,628,1,0.69,0,0,1
28,30000,9346,850,4,0.67,1,0,0
22,30000,5000,524,9,0.51,1,0,0
34,30000,8306,612,2,0.68,1,0,1
35,30000,7154,536,1,0.07,1,1,0
42,30000,14382,659,3,0.2,1,1,0
32,30000,15635,553,4,0.18,1,1,0
43,30000,15780,641,2,0.05,1,0,0
57,30000,11151,493,10,0.68,1,1,1
46,30000,11845,699,3,0.04,1,1,0
37,30000,20519,747,0,0.6,1,1,0
36,30000,13000,619,1,0.54,1,1,0
34,30000,23743,639,2,0.26,0,1,0
49,30000,12231,636,5,0.01,1,0,0
31,30000,16641,664,1,0.0,1,1,0
38,30000,5000,646,18,0.14,1,1,0
38,30000,16720,711,1,0.35,0,1,0
32,30000,20879,748,3,0.32,0,1,0
24,30000,22791,584,0,0.41,0,1,1
41,30000,23943,625,10,0.54,1,1,0
37,30000,8925,722,7,0.26,1,1,0
43,30000,15082,536,1,0.11,0,1,0
32,30000,12465,492,13,0.56,1,1,0
50,30000,14840,668,1,0.23,0,1,0
29,30000,6306,689,5,0.2,0,0,0
55,30000,20979,592,8,0.54,0,1,1
22,30000,22100,603,6,0.65,1,0,1
42,30000,12442,589,12,0.64,1,1,0
42,30000,8889,580,9,0.1,0,1,0
30,30000,5957,705,26,0.35,1,0,0
42,30000,17359,555,1,0.07,1,0,0
50,30000,9556,628,1,0.67,0,1,1
22,30000,22100,577,5,0.15,1,1,0
43,30000,17091,533,6,0.14,1,1,0
22,30000,16559,719,3,0.62,0,1,1
28,30000,14747,608,0,0.68,1,1,1
54,30000,5000,665,9,0.49,0,0,0
32,30000,22570,529,16,0.08,1,1,0
26,30000,16186,590,2,0.34,1,1,0
36,30000,23875,710,1,0.57,0,1,1
58,30000,14284,850,0,0.4,1,0,0
22,30000,17912,491,1,0.09,1,1,0
27,30000,5000,633,6,0.12,1,0,0
52,30000,16266,682,12,0.6,0,0,1
56,30000,19057,600,0,0.37,1,0,0
36,30000,19348,717,4,0.49,1,1,0
25,30000,19172,580,5,0.26,0,1,0
58,30000,7751,662,1,0.37,0,1,0
53,30000,23483,608,4,0.68,1,0,0
44,30000,23898,747,6,0.23,1,1,0
29,30000,5000,595,9,0.47,0,1,1
37,30000,22665,621,3,0.12,1,1,0
36,30000,9078,725,6,0.09,0,1,0
41,30000,17474,567,1,0.55,0,1,1
52,30000,10100,655,1,0.59,1,1,0
46,30000,23322,504,1,0.47,1,0,0
27,30000,5131,562,2,0.11,0,0,0
51,30000,13452,680,0,0.17,1,0,0
41,30000,11989,570,1,0.64,1,1,1
44,30000,9846,606,5,0.2,1,1,0
52,30000,16556,689,5,0.57,1,1,0
26,30000,5752,603,0,0.2,0,0,0
37,30000,18049,715,1,0.66,1,1,0
32,30000,23592,667,4,0.64,0,1,1
22,30000,19895,684,1,0.03,1,1,0
41,30000,21060,749,2,0.54,0,0,1
63,30000,10552,675,6,0.12,0,1,0
22,30000,9822,773,0,0.15,0,1,0
37,30000,13858,722,1,0.32,1,1,0
44,30000,5000,608,0,0.4,0,0,0
39,30000,22852,753,0,0.23,1,0,0
36,30000,6019,671,15,0.4,1,1,0
25,30000,21963,618,2,0.12,0,1,0
40,30000,5000,672,3,0.02,0,0,0
30,30000,20275,738,6,0.4,1,1,0
22,30000,6191,686,0,0.36,0,0,0
49,30000,5000,795,1,0.48,0,1,1
47,30000,18109,736,8,0.45,0,1,0
38,30000,8885,691,9,0.63,0,0,0
40,30000,18004,567,2,0.32,0,0,0
48,30000,14656,635,2,0.01,1,1,0
40,30000,5284,655,7,0.44,0,1,0
47,30000,22574,705,1,0.47,1,0,0
35,30000,12498,700,0,0.37,0,1,0
51,30000,18423,663,1,0.48,1,1,0
41,30000,13521,659,2,0.23,0,1,0
39,30000,15691,707,0,0.1,1,1,0
25,30000,9358,581,3,0.47,1,1,0
40,30000,7207,785,6,0.17,0,1,0
29,30000,14393,486,3,0.32,0,1,0
31,30000,12244,766,0,0.34,0,1,0
29,30000,11192,646,2,0.33,0,0,0
27,30000,17123,730,6,0.42,1,1,0
59,30000,17500,679,0,0.02,0,0,0
51,30000,5000,677,0,0.69,1,1,1
57,30000,10113,694,2,0.5,0,1,0
25,30000,11647,714,1,0.3,1,0,0
38,30000,5034,623,13,0.13,0,0,0
25,30000,7953,732,4,0.06,0,0,0
31,30000,5000,563,1,0.47,1,0,0
28,30000,23921,649,6,0.22,1,1,0
50,30000,18467,716,2,0.16,1,1,0
34,30000,5000,729,0,0.27,1,0,0
48,30000,5000,686,1,0.42,1,0,0
44,30000,18105,618,5,0.47,1,1,0
61,30000,12223,721,0,0.45,0,0,0
23,30000,19522,596,1,0.6,0,1,1
50,30000,22392,790,1,0.15,1,0,0
49,30000,15585,643,1,0.45,1,1,0
28,30000,6929,526,5,0.07,1,1,0
48,30000,19426,554,8,0.38,0,0,0
41,30000,23072,653,6,0.41,1,0,0
35,30000,15184,661,5,0.15,1,1,0
29,30000,17321,807,12,0.27,1,0,0
30,30000,10086,566,0,0.58,0,1,1
58,30000,11012,653,0,0.1,1,0,0
38,30000,18427,565,2,0.3,1,1,0
45,30000,22483,610,2,0.65,1,1,0
30,30000,16208,784,2,0.35,1,1,0
30,30000,19586,559,1,0.51,1,0,1
48,30000,6604,696,0,0.58,0,1,0
24,30000,7451,681,3,0.14,1,1,0
33,30000,14172,648,13,0.15,1,1,0
38,30000,6707,691,2,0.53,0,1,0
39,30000,16334,557,0,0.53,0,0,1
36,30000,9124,782,6,0.04,0,0,0
41,30000,19622,803,1,0.23,1,0,0
44,30000,19970,653,1,0.28,1,0,0
45,30000,12739,843,1,0.58,0,0,0
28,30000,6797,618,6,0.3,1,0,0
35,30000,16582,682,8,0.65,1,0,1
49,30000,23848,764,4,0.7,1,0,1
46,30000,16074,613,1,0.55,1,0,0
24,30000,5000,539,1,0.47,1,0,0
41,30000,5000,521,0,0.27,0,0,0
22,30000,9727,814,13,0.05,1,1,0
38,30000,7111,607,5,0.4,1,0,1
56,30000,20074,635,0,0.25,0,0,0
28,30000,20740,560,5,0.25,1,0,0
29,30000,8430,725,2,0.48,0,1,0
45,30000,9838,587,17,0.32,1,1,0
22,30000,7961,610,8,0.53,1,0,0
31,30000,22076,673,0,0.28,1,1,0
43,30000,13555,564,6,0.11,1,1,0
31,30000,16778,635,3,0.32,1,1,0
35,30000,11725,762,1,0.67,1,1,0
45,30000,16251,684,5,0.56,1,1,0
42,30000,11102,660,3,0.14,0,0,0
40,30000,10133,667,0,0.27,1,0,0
34,30000,16324,618,5,0.65,1,1,0
41,30000,15412,809,5,0.09,0,1,0
36,30000,9164,585,0,0.18,1,1,0
42,30000,6136,666,2,0.18,0,0,0
33,30000,10740,659,4,0.4,1,0,0
36,30000,11719,730,0,0.29,0,1,0
28,30000,16202,738,9,0.06,0,1,0
37,30000,22205,647,0,0.44,0,1,0
29,30000,5000,673,0,0.07,0,1,0
26,30000,8116,676,0,0.42,0,0,0
40,30000,7068,468,3,0.35,0,1,0
40,30000,13548,522,4,0.35,0,1,0
45,30000,12023,601,2,0.05,0,1,0
33,30000,18309,605,1,0.45,1,1,0
42,30000,8090,554,8,0.3,0,1,0
43,30000,15484,709,0,0.29,1,0,0
42,30000,21561,650,1,0.42,1,0,0
29,30000,22124,632,0,0.42,0,0,0
39,30000,23134,549,0,0.01,0,1,0
41,30000,19238,646,2,0.09,1,0,0
38,30000,22025,439,1,0.17,1,0,0
22,30000,7925,636,1,0.47,0,1,0
39,30000,7149,655,8,0.4,0,0,0
60,30000,5000,669,0,0.53,0,0,1
34,30000,17843,524,7,0.52,1,1,0
30,30000,22686,667,5,0.6,1,1,0
41,30000,6925,566,1,0.26,0,1,0
41,30000,16375,585,3,0.24,0,1,0
49,30000,18675,707,2,0.58,0,1,1
25,30000,22479,811,0,0.17,1,1,0
45,30000,16584,654,11,0.32,1,1,0
43,30000,23376,584,4,0.14,1,0,0
36,30000,10238,665,10,0.64,0,1,1
41,30000,10348,725,8,0.29,1,0,0
48,30000,14403,699,0,0.15,0,0,0
46,30000,11053,850,1,0.48,1,0,0
26,30000,5000,592,0,0.17,0,0,0
46,30000,18367,670,8,0.66,1,1,1
37,30000,18786,773,9,0.26,0,1,0
38,30000,18686,768,3,0.47,1,0,0
38,30000,10245,493,0,0.24,0,1,0
36,30000,13968,649,0,0.57,0,1,0
49,30000,10559,768,8,0.63,0,1,1
37,30000,5000,850,13,0.55,1,1,0
26,30000,14811,706,1,0.59,0,0,1
34,30000,5598,620,0,0.07,0,1,0
39,30000,5000,569,2,0.65,0,1,1
50,30000,18865,827,0,0.44,0,1,0
44,30000,5000,708,8,0.61,0,0,1
29,30000,23139,582,3,0.48,0,0,1
62,30000,13820,633,5,0.14,0,1,0
40,30000,23643,674,2,0.43,0,0,0
50,30000,5000,693,2,0.06,1,1,0
36,30000,15254,578,1,0.49,0,1,1
43,30000,10335,600,7,0.29,1,0,0
46,30000,20713,517,5,0.11,0,1,0
50,30000,10585,733,2,0.69,1,1,0
48,30000,8470,622,1,0.63,0,0,1
46,30000,21008,687,0,0.63,1,1,0
34,30000,10867,763,0,0.55,0,1,0
32,30000,5000,667,4,0.48,0,1,0
41,30000,11196,640,3,0.46,0,1,0
47,30000,16744,665,2,0.07,0,1,0
35,30000,8341,655,8,0.63,0,0,1
48,30000,12071,749,3,0.62,0,1,0
52,30000,5000,674,2,0.52,1,1,0
28,30000,15349,606,0,0.65,0,0,1
29,30000,18882,733,8,0.39,0,1,0
36,30000,11679,748,4,0.31,1,1,0
41,30000,11824,542,0,0.68,1,0,1
32,30000,5000,772,5,0.32,0,1,0
51,30000,7240,679,2,0.45,1,0,0
42,30000,6248,672,8,0.26,0,1,0
38,30000,13115,730,12,0.45,0,1,0
23,30000,14114,604,4,0.5,0,0,1
24,30000,22927,726,6,0.44,0,1,0
40,30000,5000,619,0,0.36,0,1,0
22,30000,15597,532,4,0.21,0,1,0
48,30000,14056,570,7,0.45,0,1,0
36,30000,13840,695,3,0.64,1,1,0
65,30000,21336,574,4,0.0,1,0,0
61,30000,7316,778,11,0.09,1,1,0
36,30000,5000,745,1,0.08,1,1,0
36,30000,17117,756,0,0.65,1,0,1
47,30000,10248,659,5,0.46,1,0,0
55,30000,5000,670,8,0.67,1,1,0
22,30000,8278,554,9,0.41,0,1,0
22,30000,9495,729,5,0.32,0,1,1
31,30000,15953,680,8,0.55,1,1,0
43,30000,6624,695,6,0.11,0,1,0
42,32173,12519,785,0,0.27,0,0,0
48,30000,13131,601,7,0.33,0,1,0
26,30000,12643,639,0,0.21,1,1,0
22,30000,23452,676,1,0.26,0,0,0
46,30000,5000,575,2,0.05,0,1,0
29,30000,22970,634,1,0.14,0,1,0
22,30000,15220,689,1,0.23,1,1,0
39,30000,19710,623,0,0.56,0,1,0
45,30000,12038,754,1,0.13,0,1,0
36,30000,12530,529,0,0.24,1,0,0
33,30000,21465,739,3,0.05,1,1,0
36,30000,21814,702,7,0.39,1,1,0
34,30000,8012,604,9,0.43,1,0,0
24,30000,7184,576,8,0.61,0,0,1
30,30000,13420,483,2,0.57,1,1,1
43,30000,21905,586,6,0.2,0,1,0
41,30000,9769,733,1,0.1,1,1,0
39,30000,16692,645,0,0.11,0,1,0
28,30000,17871,743,5,0.68,0,0,1
36,30000,19352,600,5,0.47,0,1,0
22,30000,14842,706,8,0.03,0,1,0
39,30000,11451,592,4,0.1,0,1,0
52,30000,23307,572,0,0.34,1,1,0
23,30000,15837,641,9,0.15,1,1,0
32,30000,18299,596,4,0.56,0,0,0
41,30000,10244,526,8,0.4,0,0,0
50,30000,17068,635,7,0.43,1,1,0
33,30000,8413,658,1,0.32,1,0,0
31,30000,8147,751,0,0.18,0,1,0
22,30000,18009,724,0,0.41,1,1,0
39,30000,13949,747,0,0.5,1,1,0
58,30000,17348,707,1,0.26,0,1,0
40,30000,8658,676,3,0.35,0,1,0
37,30000,15573,551,11,0.59,0,0,1
41,30000,12322,661,10,0.1,1,1,0
37,30000,15536,697,6,0.38,0,1,0
29,30000,9108,766,0,0.24,0,1,0
46,30000,18024,704,2,0.49,1,0,0
40,30000,19924,749,5,0.01,0,1,0
38,30000,8458,567,0,0.47,1,1,0
28,30000,9313,623,8,0.07,0,0,0
51,30000,16884,684,12,0.05,1,1,0
44,30000,17607,742,2,0.51,1,1,0
32,30000,17786,638,6,0.45,1,1,0
48,30000,17336,643,0,0.63,0,1,1
33,30000,11248,704,5,0.36,0,1,0
30,30000,11291,559,0,0.37,1,1,0
30,30000,8351,778,0,0.49,0,1,0
22,30000,6293,579,6,0.23,1,1,0
42,30000,17544,496,6,0.03,1,0,0
22,30000,5000,650,5,0.16,1,0,0
25,30000,22693,785,3,0.17,0,0,0
22,30000,20360,696,5,0.23,1,0,0
37,30000,21007,710,7,0.66,1,1,0
36,30000,22040,653,16,0.56,0,0,0
34,30000,11580,637,10,0.66,1,1,0
27,30000,20780,526,7,0.7,0,1,1
26,30000,6319,469,5,0.3,1,0,0
42,30000,5000,665,4,0.16,1,0,0
32,30000,19482,755,0,0.39,0,1,0
41,30000,5000,677,0,0.62,0,0,0
29,30000,23759,699,8,0.33,0,1,0
39,30000,17170,776,8,0.35,1,1,0
51,30000,18822,676,4,0.09,1,1,0
43,30000,8161,640,2,0.29,0,1,0
33,30000,17151,584,0,0.27,1,1,0
40,30000,5000,811,1,0.25,1,1,0
35,30000,20594,692,2,0.62,1,0,0
38,30000,6562,574,3,0.04,1,1,0
34,30000,17644,556,13,0.68,0,1,1
36,30000,7714,750,0,0.01,1,1,0
40,30000,5000,567,3,0.66,0,1,1
28,30000,13111,798,2,0.38,1,1,0
27,30000,6555,429,23,0.49,1,1,0
24,30000,18318,763,9,0.13,0,0,0
22,30000,7988,688,2,0.46,0,1,0
